Tienda,Productos,Ingreso,Fecha
2,43,8478,18/06/2021
2,37,9384,19/06/2021
2,47,5880,20/06/2021
2,45,6887,21/06/2021
2,34,8515,22/06/2021
2,50,7253,23/06/2021
2,38,8592,24/06/2021
2,33,6137,25/06/2021
2,47,8883,26/06/2021
2,41,6242,27/06/2021
2,41,8511,28/06/2021
2,47,6956,29/06/2021
2,17,5456,30/06/2021
2,39,8478,01/07/2021
2,39,7675,02/07/2021
2,49,5967,03/07/2021
2,47,8096,04/07/2021
2,33,7888,05/07/2021
2,39,7978,06/07/2021
2,49,6056,07/07/2021
2,16,8716,08/07/2021
2,37,7950,09/07/2021
2,50,9108,10/07/2021
2,41,6685,11/07/2021
2,47,6740,12/07/2021
2,29,9327,13/07/2021
2,47,6005,14/07/2021
2,47,7833,15/07/2021
2,29,9753,16/07/2021
2,29,5765,17/07/2021
2,39,6870,18/07/2021
2,50,5488,19/07/2021
2,30,9435,20/07/2021
2,23,8515,21/07/2021
2,15,9254,22/07/2021
2,25,8195,23/07/2021
2,31,8084,24/07/2021
2,33,5610,25/07/2021
2,24,8563,26/07/2021
2,36,7325,27/07/2021
2,24,7960,28/07/2021
2,36,5287,29/07/2021
2,29,6680,30/07/2021
2,24,5442,31/07/2021
2,15,6313,01/08/2021
2,27,6085,02/08/2021
2,19,7757,03/08/2021
2,31,8988,04/08/2021
2,21,5378,05/08/2021
2,38,5513,06/08/2021
2,20,6693,07/08/2021
2,42,7942,08/08/2021
2,31,9629,09/08/2021
2,27,9846,10/08/2021
2,19,7501,11/08/2021
2,35,7768,12/08/2021
2,45,9283,13/08/2021
2,26,9881,14/08/2021
2,28,9530,15/08/2021
2,42,9747,16/08/2021
2,44,8570,17/08/2021
2,23,7959,18/08/2021
2,32,8816,19/08/2021
2,33,6245,20/08/2021
2,32,6186,21/08/2021
2,22,7692,22/08/2021
2,35,6198,23/08/2021
2,27,7431,24/08/2021
2,50,6224,25/08/2021
2,29,9364,26/08/2021
2,21,5818,27/08/2021
2,31,7425,28/08/2021
2,35,9749,29/08/2021
2,25,7192,30/08/2021
2,46,5512,31/08/2021
2,18,6163,01/09/2021
2,24,7338,02/09/2021
2,29,5721,03/09/2021
2,21,9115,04/09/2021
2,47,5773,05/09/2021
2,34,9280,06/09/2021
2,43,5220,07/09/2021
2,34,8950,08/09/2021
2,16,7904,09/09/2021
2,48,5385,10/09/2021
2,32,8081,11/09/2021
2,33,5035,12/09/2021
2,38,7639,13/09/2021
2,48,6254,14/09/2021
2,44,9558,15/09/2021
2,48,7932,16/09/2021
2,23,5685,17/09/2021
2,36,5746,18/09/2021
2,15,8456,19/09/2021
2,29,8340,20/09/2021
2,28,9656,21/09/2021
2,30,6729,22/09/2021
2,48,8343,23/09/2021
2,22,5870,24/09/2021
2,35,6231,25/09/2021
2,47,5322,26/09/2021
2,35,7461,27/09/2021
2,41,8755,28/09/2021
2,31,9076,29/09/2021
2,28,9160,30/09/2021
2,29,8462,01/10/2021
2,45,7301,02/10/2021
2,24,6672,03/10/2021
2,35,8343,04/10/2021
2,21,7553,05/10/2021
2,16,7495,06/10/2021
2,42,5649,07/10/2021
2,29,9910,08/10/2021
2,18,9594,09/10/2021
2,30,5172,10/10/2021
2,27,5490,11/10/2021
2,33,8006,12/10/2021
2,45,8921,13/10/2021
2,24,8464,14/10/2021
2,39,7174,15/10/2021
2,38,6858,16/10/2021
2,16,5140,17/10/2021
2,42,7706,18/10/2021
2,49,5465,19/10/2021
2,31,9448,20/10/2021
2,15,9785,21/10/2021
2,41,8533,22/10/2021
2,31,6268,23/10/2021
2,25,7146,24/10/2021
2,18,5016,25/10/2021
2,32,7692,26/10/2021
2,19,8934,27/10/2021
2,46,8593,28/10/2021
2,47,7172,29/10/2021
2,42,5343,30/10/2021
2,29,5447,31/10/2021
2,26,6689,01/11/2021
2,41,8664,02/11/2021
2,39,7389,03/11/2021
2,29,8714,04/11/2021
2,17,5275,05/11/2021
2,30,6348,06/11/2021
2,43,5116,07/11/2021
2,41,7596,08/11/2021
2,40,5995,09/11/2021
2,16,5085,10/11/2021
2,38,6706,11/11/2021
2,48,8666,12/11/2021
2,40,9219,13/11/2021
2,32,7074,14/11/2021
2,42,5364,15/11/2021
2,23,9445,16/11/2021
2,31,9776,17/11/2021
2,35,9756,18/11/2021
2,46,8665,19/11/2021
2,34,7932,20/11/2021
2,30,7741,21/11/2021
2,22,5146,22/11/2021
2,44,7234,23/11/2021
2,15,6834,24/11/2021
2,20,7853,25/11/2021
2,40,8468,26/11/2021
2,38,8254,27/11/2021
2,45,5835,28/11/2021
2,49,6991,29/11/2021
2,34,6148,30/11/2021
2,19,5518,01/12/2021
2,41,8400,02/12/2021
2,16,7244,03/12/2021
2,20,9579,04/12/2021
2,22,5861,05/12/2021
2,50,5348,06/12/2021
2,28,6668,07/12/2021
2,39,5203,08/12/2021
2,45,6795,09/12/2021
2,20,8093,10/12/2021
2,30,5879,11/12/2021
2,44,6506,12/12/2021
2,32,7249,13/12/2021
2,37,8018,14/12/2021
2,24,7807,15/12/2021
2,28,9621,16/12/2021
2,43,8722,17/12/2021
2,35,7021,18/12/2021
2,45,8192,19/12/2021
2,29,6812,20/12/2021
2,24,6014,21/12/2021
2,38,8066,22/12/2021
2,22,7523,23/12/2021
2,48,7130,24/12/2021
2,46,5322,25/12/2021
2,43,8342,26/12/2021
2,18,7186,27/12/2021
2,48,6351,28/12/2021
2,21,6005,29/12/2021
2,28,9616,30/12/2021
2,20,8810,31/12/2021
3,47,9313,01/01/2019
3,28,7970,02/01/2019
3,24,6204,03/01/2019
3,19,7793,04/01/2019
3,25,9509,05/01/2019
3,34,5746,06/01/2019
3,43,5159,07/01/2019
3,32,5152,08/01/2019
3,23,6532,09/01/2019
3,24,7062,10/01/2019
3,18,9141,11/01/2019
3,28,8249,12/01/2019
3,23,5113,13/01/2019
3,22,8739,14/01/2019
3,27,8605,15/01/2019
3,47,9331,16/01/2019
3,25,6816,17/01/2019
3,47,5818,18/01/2019
3,29,8568,19/01/2019
3,43,9798,20/01/2019
3,47,5019,21/01/2019
3,35,7707,22/01/2019
3,45,5942,23/01/2019
3,24,7443,24/01/2019
3,17,8625,25/01/2019
3,27,6560,26/01/2019
3,35,7752,27/01/2019
3,29,7986,28/01/2019
3,29,7061,29/01/2019
3,48,9370,30/01/2019
3,29,7147,31/01/2019
3,32,7387,01/02/2019
3,33,9467,02/02/2019
3,41,6550,03/02/2019
3,40,5427,04/02/2019
3,27,7397,05/02/2019
3,43,7569,06/02/2019
3,31,9723,07/02/2019
3,37,7450,08/02/2019
3,21,5021,09/02/2019
3,19,8155,10/02/2019
3,26,8411,11/02/2019
3,22,5853,12/02/2019
3,39,7692,13/02/2019
3,29,6824,14/02/2019
3,34,6043,15/02/2019
3,31,6758,16/02/2019
3,22,5733,17/02/2019
3,19,5625,18/02/2019
3,50,9593,19/02/2019
3,40,9374,20/02/2019
3,44,5893,21/02/2019
3,44,8594,22/02/2019
3,37,8178,23/02/2019
3,34,5412,24/02/2019
3,39,5138,25/02/2019
3,26,6041,26/02/2019
3,24,8636,27/02/2019
3,43,6119,28/02/2019
3,30,5056,01/03/2019
3,16,6099,02/03/2019
3,48,5910,03/03/2019
3,45,9462,04/03/2019
3,39,6934,05/03/2019
3,26,9077,06/03/2019
3,15,9538,07/03/2019
3,40,7043,08/03/2019
3,17,6563,09/03/2019
3,48,9181,10/03/2019
3,24,9690,11/03/2019
3,15,7252,12/03/2019
3,32,6757,13/03/2019
3,49,7468,14/03/2019
3,38,9515,15/03/2019
3,43,7053,16/03/2019
3,26,6872,17/03/2019
3,45,7635,18/03/2019
3,28,7035,19/03/2019
3,32,5467,20/03/2019
3,27,5727,21/03/2019
3,23,8777,22/03/2019
3,21,9029,23/03/2019
3,28,7291,24/03/2019
3,19,5327,25/03/2019
3,25,8504,26/03/2019
3,43,8490,27/03/2019
3,41,5659,28/03/2019
3,35,9110,29/03/2019
3,27,8207,30/03/2019
3,24,7572,31/03/2019
3,45,7265,01/04/2019
3,35,7442,02/04/2019
3,35,8010,03/04/2019
3,20,7825,04/04/2019
3,40,5800,05/04/2019
3,29,7691,06/04/2019
3,44,9139,07/04/2019
3,44,8003,08/04/2019
3,48,9109,09/04/2019
3,27,5798,10/04/2019
3,23,9125,11/04/2019
3,38,8571,12/04/2019
3,48,8705,13/04/2019
3,42,6825,14/04/2019
3,47,9132,15/04/2019
3,47,9807,16/04/2019
3,32,7079,17/04/2019
3,30,7124,18/04/2019
3,38,9851,19/04/2019
3,26,5673,20/04/2019
3,49,7893,21/04/2019
3,39,6890,22/04/2019
3,17,7060,23/04/2019
3,48,8583,24/04/2019
3,34,9375,25/04/2019
3,31,7218,26/04/2019
3,20,6953,27/04/2019
3,43,7204,28/04/2019
3,15,8762,29/04/2019
3,29,8347,30/04/2019
3,24,9707,01/05/2019
3,17,8902,02/05/2019
3,46,7274,03/05/2019
3,28,7441,04/05/2019
3,19,5458,05/05/2019
3,30,8768,06/05/2019
3,15,5213,07/05/2019
3,50,6170,08/05/2019
3,30,9376,09/05/2019
3,50,8831,10/05/2019
3,21,8887,11/05/2019
3,25,9586,12/05/2019
3,24,8664,13/05/2019
3,41,7875,14/05/2019
3,28,7187,15/05/2019
3,35,6968,16/05/2019
3,36,5602,17/05/2019
3,41,6842,18/05/2019
3,16,9149,19/05/2019
3,21,6024,20/05/2019
3,33,6537,21/05/2019
3,15,5052,22/05/2019
3,48,7148,23/05/2019
3,38,6753,24/05/2019
3,37,7259,25/05/2019
3,29,6113,26/05/2019
3,27,6694,27/05/2019
3,16,9957,28/05/2019
3,35,9595,29/05/2019
3,15,7705,30/05/2019
3,30,8682,31/05/2019
3,32,5228,01/06/2019
3,17,8221,02/06/2019
3,44,9364,03/06/2019
3,20,5466,04/06/2019
3,39,5343,05/06/2019
3,37,8848,06/06/2019
3,31,5885,07/06/2019
3,48,8027,08/06/2019
3,34,8514,09/06/2019
3,44,9809,10/06/2019
3,15,5252,11/06/2019
3,36,6845,12/06/2019
3,17,9937,13/06/2019
3,29,7130,14/06/2019
3,21,7709,15/06/2019
3,47,7653,16/06/2019
3,39,5939,17/06/2019
3,32,6638,18/06/2019
3,33,9160,19/06/2019
3,17,8728,20/06/2019
3,20,9302,21/06/2019
3,44,5521,22/06/2019
3,20,5099,23/06/2019
3,20,5431,24/06/2019
3,47,6536,25/06/2019
3,36,8722,26/06/2019
3,15,6230,27/06/2019
3,35,7287,28/06/2019
3,38,8887,29/06/2019
3,45,6149,30/06/2019
3,29,5528,01/07/2019
3,43,7471,02/07/2019
3,31,6563,03/07/2019
3,17,8525,04/07/2019
3,37,8465,05/07/2019
3,18,7137,06/07/2019
3,46,5271,07/07/2019
3,26,8430,08/07/2019
3,16,5292,09/07/2019
3,31,9432,10/07/2019
3,23,8785,11/07/2019
3,30,6735,12/07/2019
3,50,5792,13/07/2019
3,19,6849,14/07/2019
3,23,7048,15/07/2019
3,26,7133,16/07/2019
3,16,7611,17/07/2019
3,39,8032,18/07/2019
3,50,6324,19/07/2019
3,39,9633,20/07/2019
3,31,7686,21/07/2019
3,25,8901,22/07/2019
3,38,7499,23/07/2019
3,21,5022,24/07/2019
3,40,6230,25/07/2019
3,26,7507,26/07/2019
3,32,8605,27/07/2019
3,25,9722,28/07/2019
3,40,6499,29/07/2019
3,22,5838,30/07/2019
3,32,5735,31/07/2019
3,35,8501,01/08/2019
3,43,7704,02/08/2019
3,46,8294,03/08/2019
3,17,9494,04/08/2019
3,25,9884,05/08/2019
3,43,9375,06/08/2019
3,25,9973,07/08/2019
3,36,7634,08/08/2019
3,29,7976,09/08/2019
3,50,6819,10/08/2019
3,15,6010,11/08/2019
3,18,6796,12/08/2019
3,21,6266,13/08/2019
3,15,7898,14/08/2019
3,37,8123,15/08/2019
3,41,8824,16/08/2019
3,17,5709,17/08/2019
3,44,6539,18/08/2019
3,50,7200,19/08/2019
3,30,6692,20/08/2019
3,31,8799,21/08/2019
3,18,7194,22/08/2019
3,22,7297,23/08/2019
3,40,9491,24/08/2019
3,50,7671,25/08/2019
3,24,9878,26/08/2019
3,21,5919,27/08/2019
3,24,6743,28/08/2019
3,44,9881,29/08/2019
3,17,9104,30/08/2019
3,23,6788,31/08/2019
3,36,5762,01/09/2019
3,22,9176,02/09/2019
3,33,6252,03/09/2019
3,45,5638,04/09/2019
3,32,7290,05/09/2019
3,37,6122,06/09/2019
3,38,6380,07/09/2019
3,41,9309,08/09/2019
3,16,6712,09/09/2019
3,26,5334,10/09/2019
3,25,5267,11/09/2019
3,28,6338,12/09/2019
3,28,6552,13/09/2019
3,44,8076,14/09/2019
3,39,6794,15/09/2019
3,32,8420,16/09/2019
3,25,9036,17/09/2019
3,25,6067,18/09/2019
3,21,6802,19/09/2019
3,42,7508,20/09/2019
3,30,8438,21/09/2019
3,22,6134,22/09/2019
3,26,6529,23/09/2019
3,23,8484,24/09/2019
3,29,5076,25/09/2019
3,45,6097,26/09/2019
3,24,7323,27/09/2019
3,27,9964,28/09/2019
3,18,6846,29/09/2019
3,49,5781,30/09/2019
3,47,9049,01/10/2019
3,26,6737,02/10/2019
3,26,7355,03/10/2019
3,39,8560,04/10/2019
3,30,9332,05/10/2019
3,45,7878,06/10/2019
3,50,9908,07/10/2019
3,41,7313,08/10/2019
3,43,6233,09/10/2019
3,22,5952,10/10/2019
3,41,6997,11/10/2019
3,45,6549,12/10/2019
3,41,9531,13/10/2019
3,41,8033,14/10/2019
3,32,6249,15/10/2019
3,16,5772,16/10/2019
3,43,9496,17/10/2019
3,23,9727,18/10/2019
3,16,8803,19/10/2019
3,21,9450,20/10/2019
3,24,7057,21/10/2019
3,35,6852,22/10/2019
3,49,9650,23/10/2019
3,21,8179,24/10/2019
3,37,7860,25/10/2019
3,28,7367,26/10/2019
3,29,6678,27/10/2019
3,40,7242,28/10/2019
3,41,5816,29/10/2019
3,44,7702,30/10/2019
3,38,5058,31/10/2019
3,31,8189,01/11/2019
3,30,6897,02/11/2019
3,28,6339,03/11/2019
3,19,7519,04/11/2019
3,33,5334,05/11/2019
3,26,5331,06/11/2019
3,20,8720,07/11/2019
3,28,9402,08/11/2019
3,41,8620,09/11/2019
3,33,6285,10/11/2019
3,40,5005,11/11/2019
3,42,8756,12/11/2019
3,24,5160,13/11/2019
3,48,9806,14/11/2019
3,21,6917,15/11/2019
3,46,5027,16/11/2019
3,38,6366,17/11/2019
3,35,5570,18/11/2019
3,22,6960,19/11/2019
3,48,9671,20/11/2019
3,38,9819,21/11/2019
3,30,5706,22/11/2019
3,37,6249,23/11/2019
3,19,5081,24/11/2019
3,17,8602,25/11/2019
3,31,9879,26/11/2019
3,45,7071,27/11/2019
3,39,7113,28/11/2019
3,18,7233,29/11/2019
3,18,9091,30/11/2019
3,40,8608,01/12/2019
3,37,6756,02/12/2019
3,18,7017,03/12/2019
3,45,8470,04/12/2019
3,19,5072,05/12/2019
3,33,8557,06/12/2019
3,47,9919,07/12/2019
3,29,7779,08/12/2019
3,50,8820,09/12/2019
3,50,6934,10/12/2019
3,38,9383,11/12/2019
3,15,5876,12/12/2019
3,28,8494,13/12/2019
3,48,5023,14/12/2019
3,45,5202,15/12/2019
3,32,6052,16/12/2019
3,31,8945,17/12/2019
3,24,6926,18/12/2019
3,19,6609,19/12/2019
3,37,9763,20/12/2019
3,17,5636,21/12/2019
3,43,8687,22/12/2019
3,21,7395,23/12/2019
3,16,5765,24/12/2019
3,49,7176,25/12/2019
3,48,5019,26/12/2019
3,18,7475,27/12/2019
3,27,9441,28/12/2019
3,29,5494,29/12/2019
3,47,7794,30/12/2019
3,35,7243,31/12/2019
3,21,6420,01/01/2020
3,48,8680,02/01/2020
3,44,9546,03/01/2020
3,39,6449,04/01/2020
3,36,9271,05/01/2020
3,47,7000,06/01/2020
3,15,5047,07/01/2020
3,48,9164,08/01/2020
3,20,8084,09/01/2020
3,25,6128,10/01/2020
3,36,8925,11/01/2020
3,22,5803,12/01/2020
3,48,6343,13/01/2020
3,35,5532,14/01/2020
3,40,5587,15/01/2020
3,16,7053,16/01/2020
3,23,5579,17/01/2020
3,23,6993,18/01/2020
3,26,9006,19/01/2020
3,44,5746,20/01/2020
3,20,9531,21/01/2020
3,28,5834,22/01/2020
3,49,7345,23/01/2020
3,19,8404,24/01/2020
3,45,6623,25/01/2020
3,47,6713,26/01/2020
3,37,6952,27/01/2020
3,44,5635,28/01/2020
3,36,6098,29/01/2020
3,46,8430,30/01/2020
3,43,9452,31/01/2020
3,47,5267,01/02/2020
3,28,7930,02/02/2020
3,40,7691,03/02/2020
3,41,6129,04/02/2020
3,39,7566,05/02/2020
3,20,8383,06/02/2020
3,36,9813,07/02/2020
3,22,7144,08/02/2020
3,28,5711,09/02/2020
3,45,7192,10/02/2020
3,35,5016,11/02/2020
3,50,7952,12/02/2020
3,41,8603,13/02/2020
3,50,6618,14/02/2020
3,20,9104,15/02/2020
3,32,7132,16/02/2020
3,34,9982,17/02/2020
3,44,8678,18/02/2020
3,23,6522,19/02/2020
3,25,9639,20/02/2020
3,33,9396,21/02/2020
3,30,5147,22/02/2020
3,46,8551,23/02/2020
3,30,9812,24/02/2020
3,37,9388,25/02/2020
3,24,5709,26/02/2020
3,16,6375,27/02/2020
3,47,9037,28/02/2020
3,34,5891,29/02/2020
3,24,6377,01/03/2020
3,36,7500,02/03/2020
3,44,6358,03/03/2020
3,44,5783,04/03/2020
3,20,6009,05/03/2020
3,17,7196,06/03/2020
3,35,7015,07/03/2020
3,34,6969,08/03/2020
3,22,6874,09/03/2020
3,32,6004,10/03/2020
3,23,7387,11/03/2020
3,28,7790,12/03/2020
3,26,7314,13/03/2020
3,47,9197,14/03/2020
3,44,9074,15/03/2020
3,15,6578,16/03/2020
3,32,8893,17/03/2020
3,47,5705,18/03/2020
3,30,7672,19/03/2020
3,30,7800,20/03/2020
3,22,5747,21/03/2020
3,17,6490,22/03/2020
3,27,6706,23/03/2020
3,18,9561,24/03/2020
3,17,6756,25/03/2020
3,43,6368,26/03/2020
3,24,7392,27/03/2020
3,17,6742,28/03/2020
3,43,9563,29/03/2020
3,43,9802,30/03/2020
3,50,9607,31/03/2020
3,37,5952,01/04/2020
3,22,6573,02/04/2020
3,33,6288,03/04/2020
3,48,5447,04/04/2020
3,39,5444,05/04/2020
3,28,6049,06/04/2020
3,21,5311,07/04/2020
3,17,7121,08/04/2020
3,43,6756,09/04/2020
3,21,8358,10/04/2020
3,37,9949,11/04/2020
3,31,8314,12/04/2020
3,36,6528,13/04/2020
3,44,6628,14/04/2020
3,25,7314,15/04/2020
3,18,9747,16/04/2020
3,16,8867,17/04/2020
3,29,6421,18/04/2020
3,25,8614,19/04/2020
3,41,6445,20/04/2020
3,42,7912,21/04/2020
3,39,6090,22/04/2020
3,19,9685,23/04/2020
3,40,7339,24/04/2020
3,21,9378,25/04/2020
3,29,8305,26/04/2020
3,36,7276,27/04/2020
3,48,7640,28/04/2020
3,21,9257,29/04/2020
3,50,5578,30/04/2020
3,19,8378,01/05/2020
3,38,7018,02/05/2020
3,31,9730,03/05/2020
3,27,9751,04/05/2020
3,40,5435,05/05/2020
3,46,5837,06/05/2020
3,35,6300,07/05/2020
3,43,7605,08/05/2020
3,15,8877,09/05/2020
3,47,5239,10/05/2020
3,25,6687,11/05/2020
3,17,6800,12/05/2020
3,41,6657,13/05/2020
3,50,5772,14/05/2020
3,35,9096,15/05/2020
3,27,7479,16/05/2020
3,29,7869,17/05/2020
3,40,6969,18/05/2020
3,40,8681,19/05/2020
3,47,5232,20/05/2020
3,45,7602,21/05/2020
3,28,9890,22/05/2020
3,25,7537,23/05/2020
3,20,6059,24/05/2020
3,49,5932,25/05/2020
3,21,8358,26/05/2020
3,42,6796,27/05/2020
3,47,7543,28/05/2020
3,20,8546,29/05/2020
3,28,7795,30/05/2020
3,37,9523,31/05/2020
3,18,5747,01/06/2020
3,37,7955,02/06/2020
3,37,8659,03/06/2020
3,29,6040,04/06/2020
3,27,7456,05/06/2020
3,46,6258,06/06/2020
3,49,7553,07/06/2020
3,42,8324,08/06/2020
3,44,9078,09/06/2020
3,42,5443,10/06/2020
3,34,5377,11/06/2020
3,24,5577,12/06/2020
3,42,7984,13/06/2020
3,31,7623,14/06/2020
3,40,8133,15/06/2020
3,48,6642,16/06/2020
3,29,5351,17/06/2020
3,29,5874,18/06/2020
3,45,6997,19/06/2020
3,36,7547,20/06/2020
3,15,7305,21/06/2020
3,20,9221,22/06/2020
3,37,7974,23/06/2020
3,26,8725,24/06/2020
3,46,8845,25/06/2020
3,46,6903,26/06/2020
3,29,8941,27/06/2020
3,41,6116,28/06/2020
3,18,5581,29/06/2020
3,35,8618,30/06/2020
3,42,5485,01/07/2020
3,50,9156,02/07/2020
3,23,6963,03/07/2020
3,30,7981,04/07/2020
3,44,7696,05/07/2020
3,31,5833,06/07/2020
3,41,7508,07/07/2020
3,42,9578,08/07/2020
3,17,6011,09/07/2020
3,38,5023,10/07/2020
3,18,5585,11/07/2020
3,20,7106,12/07/2020
3,36,9549,13/07/2020
3,39,5765,14/07/2020
3,32,6640,15/07/2020
3,24,8779,16/07/2020
3,25,6792,17/07/2020
3,26,8637,18/07/2020
3,46,9067,19/07/2020
3,34,9160,20/07/2020
3,31,8903,21/07/2020
3,25,5714,22/07/2020
3,23,8678,23/07/2020
3,29,9428,24/07/2020
3,25,8747,25/07/2020
3,16,6405,26/07/2020
3,35,8515,27/07/2020
3,37,6204,28/07/2020
3,48,6387,29/07/2020
3,46,6067,30/07/2020
3,25,6596,31/07/2020
3,15,7121,01/08/2020
3,42,8803,02/08/2020
3,19,5715,03/08/2020
3,26,8457,04/08/2020
3,42,6317,05/08/2020
3,34,6687,06/08/2020
3,21,6431,07/08/2020
3,27,8264,08/08/2020
3,34,6066,09/08/2020
3,35,7520,10/08/2020
3,37,9911,11/08/2020
3,27,8600,12/08/2020
3,16,9222,13/08/2020
3,47,5159,14/08/2020
3,19,6229,15/08/2020
3,25,6705,16/08/2020
3,47,7120,17/08/2020
3,45,8647,18/08/2020
3,31,6080,19/08/2020
3,28,7912,20/08/2020
3,25,8295,21/08/2020
3,31,5733,22/08/2020
3,41,7537,23/08/2020
3,22,9169,24/08/2020
3,17,8632,25/08/2020
3,22,7097,26/08/2020
3,48,8516,27/08/2020
3,26,5264,28/08/2020
3,22,9165,29/08/2020
3,27,5185,30/08/2020
3,19,6720,31/08/2020
3,16,9228,01/09/2020
3,24,9854,02/09/2020
3,27,9101,03/09/2020
3,47,7695,04/09/2020
3,31,8948,05/09/2020
3,37,6720,06/09/2020
3,40,9688,07/09/2020
3,32,9518,08/09/2020
3,46,8804,09/09/2020
3,45,8841,10/09/2020
3,17,8680,11/09/2020
3,38,8781,12/09/2020
3,49,7317,13/09/2020
3,50,8520,14/09/2020
3,31,7698,15/09/2020
3,47,9465,16/09/2020
3,50,7253,17/09/2020
3,50,8478,18/09/2020
3,35,5640,19/09/2020
3,30,9609,20/09/2020
3,20,7299,21/09/2020
3,28,9755,22/09/2020
3,50,8483,23/09/2020
3,21,9786,24/09/2020
3,39,5987,25/09/2020
3,15,8832,26/09/2020
3,43,6962,27/09/2020
3,40,6886,28/09/2020
3,48,6466,29/09/2020
3,43,6407,30/09/2020
3,18,5873,01/10/2020
3,43,7265,02/10/2020
3,39,8912,03/10/2020
3,39,7207,04/10/2020
3,20,6287,05/10/2020
3,21,7875,06/10/2020
3,27,5640,07/10/2020
3,20,5578,08/10/2020
3,34,8998,09/10/2020
3,38,5633,10/10/2020
3,43,5152,11/10/2020
3,40,9638,12/10/2020
3,38,8562,13/10/2020
3,17,7674,14/10/2020
3,43,9343,15/10/2020
3,20,9890,16/10/2020
3,31,6566,17/10/2020
3,37,6254,18/10/2020
3,40,7124,19/10/2020
3,21,6268,20/10/2020
3,23,6655,21/10/2020
3,38,9196,22/10/2020
3,50,6016,23/10/2020
3,35,5670,24/10/2020
3,43,8361,25/10/2020
3,44,9871,26/10/2020
3,17,8285,27/10/2020
3,23,8793,28/10/2020
3,17,5120,29/10/2020
3,15,7726,30/10/2020
3,27,7510,31/10/2020
3,32,7095,01/11/2020
3,30,8910,02/11/2020
3,32,8586,03/11/2020
3,35,6273,04/11/2020
3,28,6604,05/11/2020
3,28,7917,06/11/2020
3,28,5463,07/11/2020
3,32,7668,08/11/2020
3,19,5008,09/11/2020
3,20,6498,10/11/2020
3,26,7365,11/11/2020
3,33,7988,12/11/2020
3,43,8645,13/11/2020
3,18,8935,14/11/2020
3,33,7281,15/11/2020
3,25,6554,16/11/2020
3,35,8136,17/11/2020
3,16,9522,18/11/2020
3,27,8792,19/11/2020
3,24,9869,20/11/2020
3,23,6314,21/11/2020
3,49,5679,22/11/2020
3,37,7556,23/11/2020
3,21,6504,24/11/2020
3,37,9218,25/11/2020
3,40,8647,26/11/2020
3,21,8462,27/11/2020
3,47,8048,28/11/2020
3,26,6816,29/11/2020
3,33,5479,30/11/2020
3,34,6800,01/12/2020
3,49,7125,02/12/2020
3,39,5118,03/12/2020
3,27,6169,04/12/2020
3,34,7322,05/12/2020
3,28,6833,06/12/2020
3,28,8139,07/12/2020
3,40,7786,08/12/2020
3,28,8199,09/12/2020
3,37,6514,10/12/2020
3,37,6100,11/12/2020
3,23,5657,12/12/2020
3,28,5305,13/12/2020
3,49,7436,14/12/2020
3,19,7951,15/12/2020
3,49,9819,16/12/2020
3,18,9384,17/12/2020
3,18,8604,18/12/2020
3,28,6870,19/12/2020
3,35,8925,20/12/2020
3,16,8746,21/12/2020
3,36,6289,22/12/2020
3,50,9166,23/12/2020
3,39,6322,24/12/2020
3,44,7720,25/12/2020
3,17,9019,26/12/2020
3,24,8793,27/12/2020
3,19,9903,28/12/2020
3,23,5458,29/12/2020
3,33,9921,30/12/2020
3,33,7559,31/12/2020
3,49,5904,01/01/2021
3,45,7473,02/01/2021
3,48,7954,03/01/2021
3,24,8488,04/01/2021
3,37,8493,05/01/2021
3,29,5224,06/01/2021
3,25,7066,07/01/2021
3,18,9309,08/01/2021
3,16,6416,09/01/2021
3,38,5601,10/01/2021
3,42,7695,11/01/2021
3,24,9271,12/01/2021
3,20,8549,13/01/2021
3,45,9925,14/01/2021
3,15,7376,15/01/2021
3,42,9579,16/01/2021
3,49,8388,17/01/2021
3,16,5935,18/01/2021
3,22,8629,19/01/2021
3,46,8611,20/01/2021
3,41,7538,21/01/2021
3,47,5996,22/01/2021
3,40,8814,23/01/2021
3,20,8311,24/01/2021
3,36,8062,25/01/2021
3,47,5184,26/01/2021
3,38,9306,27/01/2021
3,28,7863,28/01/2021
3,20,5568,29/01/2021
3,30,8561,30/01/2021
3,46,9107,31/01/2021
3,25,9927,01/02/2021
3,44,9606,02/02/2021
3,46,9237,03/02/2021
3,32,8959,04/02/2021
3,17,6722,05/02/2021
3,18,7802,06/02/2021
3,23,5797,07/02/2021
3,44,9551,08/02/2021
3,42,7365,09/02/2021
3,17,9589,10/02/2021
3,18,9730,11/02/2021
3,31,6544,12/02/2021
3,26,9333,13/02/2021
3,45,8064,14/02/2021
3,35,8920,15/02/2021
3,18,6174,16/02/2021
3,18,5154,17/02/2021
3,47,9519,18/02/2021
3,44,7428,19/02/2021
3,40,5839,20/02/2021
3,44,9676,21/02/2021
3,30,6092,22/02/2021
3,29,6990,23/02/2021
3,18,9515,24/02/2021
3,29,7016,25/02/2021
3,22,7692,26/02/2021
3,20,5124,27/02/2021
3,36,8326,28/02/2021
3,43,9387,01/03/2021
3,33,5540,02/03/2021
3,16,8095,03/03/2021
3,41,7961,04/03/2021
3,41,8735,05/03/2021
3,42,8965,06/03/2021
3,32,6805,07/03/2021
3,45,6495,08/03/2021
3,17,6451,09/03/2021
3,15,7332,10/03/2021
3,15,7384,11/03/2021
